UTR Name,Direction,Left Coord,Right Coord
mnmA,R,1193674,1193973
nudJ,R,1194189,1194488
rluE,R,1194852,1195151
icd,F,1194923,1195222
ymfD,R,1197433,1197732
ymfE,R,1198138,1198437
lit,F,1198495,1198794
intE,R,1200707,1201006
xisE,R,1200933,1201232
ymfI,F,1201297,1201596
ymfJ,R,1201985,1202284
cohE,R,1202834,1203133
croE,F,1202824,1203123
ymfL,F,1203068,1203367
ymfM,F,1203622,1203921
oweE,F,1203970,1204269
aaaE,F,1204204,1204503
ymfR,F,1205349,1205648
beeE,F,1205531,1205830
jayE,F,1205943,1206242
ymfQ,F,1206713,1207012
stfP,F,1207301,1207600
tfaP,F,1207932,1208231
tfaE,R,1209020,1209319
stfE,R,1209520,1209819
pinE,F,1209485,1209784
mcrA,F,1210146,1210445
icdC,F,1211213,1211512
iraM,R,1211904,1212203
ycgX,R,1213008,1213307
bluR,R,1213960,1214259
bluF,R,1215376,1215675
ycgZ,F,1215589,1215888
ymgA,F,1215868,1216167
ariR,F,1216169,1216468
ymgC,F,1216548,1216847
ycgG,F,1217128,1217427
ymgF,F,1218783,1219082
ycgH,F,1219401,1219700
ymgD,R,1222535,1222834
ymgG,R,1222889,1223188
ymgI,R,1223064,1223363
ymgJ,F,1223064,1223363
ycgI,F,1223364,1223663
minE,R,1224446,1224745
minD,R,1225262,1225561
minC,R,1225981,1226280
ycgJ,F,1226400,1226699
pliG,R,1227373,1227672
ycgL,F,1227514,1227813
ycgM,F,1227879,1228178
ycgN,F,1228615,1228914
hlyE,R,1230295,1230594
umuD,F,1230567,1230866
umuC,F,1230986,1231285
dsbB,R,1232931,1233230
nhaB,R,1234618,1234917
fadR,F,1234738,1235037
ycgB,R,1237142,1237441
dadA,F,1237371,1237670
dadX,F,1238679,1238978
cvrA,R,1241972,1242271
ldcA,R,1242981,1243280
emtA,F,1242980,1243279
ycgR,R,1244428,1244727
ymgE,F,1244528,1244827
ycgY,F,1244960,1245259
treA,R,1247277,1247576
dhaM,R,1249015,1249314
dhaL,R,1249658,1249957
dhaK,R,1250739,1251038
dhaR,F,1250866,1251165
ycgV,R,1255853,1256152
ychF,R,1257713,1258012
pth,R,1258414,1258713
ychH,F,1258591,1258890
dauA,R,1260704,1261003
prs,R,1261776,1262075
ispE,R,1262778,1263077
lolB,R,1263401,1263700
hemA,F,1263514,1263813
prfA,F,1264812,1265111
prmC,F,1265894,1266193
ychQ,F,1266724,1267023
ychA,F,1267120,1267419
kdsA,F,1267965,1268264
ldrA,R,1269176,1269475
ldrB,R,1269711,1270010
ldrC,R,1270246,1270545
chaA,R,1271750,1272049
chaB,F,1271919,1272218
chaC,F,1272307,1272606
ychN,R,1273500,1273799
ychO,F,1273584,1273883
narL,R,1275730,1276029
narX,R,1277519,1277818
narK,F,1277757,1278056
narG,F,1279664,1279963
narH,F,1283404,1283703
narJ,F,1284939,1285238
narI,F,1285649,1285948
tpr,R,1287077,1287376
purU,R,1288525,1288824
ychJ,R,1289033,1289332
rssA,F,1289045,1289344
rssB,F,1290042,1290341
galU,F,1291257,1291556
hns,R,1292823,1293122
tdk,F,1293327,1293626
insZ,R,1295223,1295522
adhE,R,1298022,1298321
ychE,F,1298398,1298697
oppA,F,1300982,1301281
oppB,F,1302699,1302998
oppC,F,1303634,1303933
oppD,F,1304554,1304853
oppF,F,1305564,1305863
yciU,R,1307051,1307350
clsA,R,1308546,1308845
yciY,F,1308588,1308887
kch,R,1310170,1310469
yciI,R,1310766,1311065
tonB,F,1310889,1311188
yciA,R,1312147,1312446
yciB,R,1312791,1313090
yciC,R,1313564,1313863
ompW,F,1313820,1314119
yciE,R,1315125,1315424
yciF,R,1315671,1315970
yciG,R,1315936,1316235
trpA,R,1317123,1317422
trpB,R,1318316,1318615
trpC,R,1319689,1319988
trpD,R,1321285,1321584
trpE,R,1322847,1323146
trpL,R,1322983,1323282
yciV,F,1323020,1323319
yciO,F,1323898,1324197
yciQ,F,1324546,1324845
rluB,F,1326652,1326951
btuR,R,1328258,1328557
yciK,R,1329013,1329312
sohB,F,1329132,1329431
yciN,R,1330569,1330868
topA,F,1330848,1331147
cysB,F,1333655,1333954
ymiA,F,1334924,1335223
yciX,F,1335091,1335390
acnA,F,1335631,1335930
ribA,R,1339061,1339360
pgpB,F,1339130,1339429
yciS,F,1340043,1340342
yciM,F,1340358,1340657
pyrF,F,1341721,1342020
yciH,F,1342458,1342757
osmB,R,1343229,1343528
yciT,R,1344247,1344546
yciZ,R,1344510,1344809
gmr,R,1346643,1346942
ymiB,F,1346596,1346895
rnb,R,1348813,1349112
yciW,R,1350008,1350307
fabI,R,1350940,1351239
ycjD,R,1351661,1351960
sapF,R,1352535,1352834
sapD,R,1353529,1353828
sapC,R,1354419,1354718
sapB,R,1355371,1355670
sapA,R,1357011,1357310
ymjA,R,1357569,1357868
puuP,R,1359088,1359387
puuA,R,1360809,1361108
puuD,F,1360920,1361219
puuR,F,1361711,1362010
puuC,F,1362543,1362842
puuB,F,1364032,1364331
puuE,F,1365350,1365649
pspF,R,1367813,1368112
pspA,F,1367879,1368178
pspB,F,1368601,1368900
pspC,F,1368825,1369124
pspD,F,1369193,1369492
pspE,F,1369489,1369788
ycjM,F,1370016,1370315
ycjN,F,1371709,1372008
ycjO,F,1373022,1373321
ycjP,F,1373890,1374189
ycjQ,F,1374763,1375062
ycjR,F,1375834,1376133
ycjS,F,1376632,1376931
ycjT,F,1377684,1377983
ycjU,F,1379948,1380247
ycjV,F,1380621,1380920
ompG,F,1381747,1382046
ycjW,R,1383862,1384161
ycjX,F,1383917,1384216
ycjF,F,1385311,1385610
tyrR,F,1386520,1386819
tpx,R,1388712,1389011
ycjG,F,1388730,1389029
mpaA,R,1390499,1390798
ymjC,R,1390763,1391062
ymjD,R,1390834,1391133
ycjY,R,1391754,1392053
pgrR,F,1391791,1392090
mppA,F,1393027,1393326
ynaI,R,1395823,1396122
insH1,R,1396993,1397292
ynaJ,F,1397165,1397464
uspE,R,1398523,1398822
fnr,R,1399427,1399726
ogt,R,1400137,1400436
abgT,R,1401674,1401973
abgB,R,1403156,1403455
abgA,R,1404466,1404765
abgR,F,1404541,1404840
smrA,F,1405779,1406078
ydaM,R,1407696,1407995
ydaN,F,1407850,1408149
dbpA,F,1409311,1409610
ttcA,R,1411849,1412148
intR,R,1413136,1413435
ydaQ,R,1413353,1413652
ydaC,R,1413641,1413940
ralR,R,1413828,1414127
recT,R,1414694,1414993
recE,R,1417287,1417586
racC,R,1417664,1417963
ydaE,R,1417909,1418208
kilR,R,1418130,1418429
sieB,F,1418471,1418770
ydaF,R,1419212,1419511
ydaG,R,1419357,1419656
racR,R,1420142,1420441
ydaS,F,1420165,1420464
ydaT,F,1420484,1420783
ydaU,F,1420919,1421218
ydaV,F,1421783,1422082
ydaW,F,1422501,1422800
rzpR,F,1423001,1423300
rzoR,F,1423200,1423499
trkG,F,1423582,1423881
ynaK,F,1425177,1425476
ydaY,F,1425430,1425729
tmpR,F,1426254,1426553
insH1,R,1428627,1428926
stfR,F,1428849,1429148
tfaR,F,1432211,1432510
pinR,R,1433575,1433874
ynaE,R,1434125,1434424
ttcC,R,1434909,1435208
uspF,R,1435520,1435819
ompN,R,1436794,1437093
pfo,R,1440685,1440984
ydbJ,F,1440858,1441157
hslJ,R,1441644,1441943
ldhA,R,1442744,1443043
ydbH,F,1442851,1443150
ynbE,F,1445487,1445786
ydbL,F,1445680,1445979
feaR,R,1447184,1447483
feaB,F,1447319,1447618
tynA,R,1451250,1451549
paaZ,R,1453543,1453842
paaA,F,1453727,1454026
paaB,F,1454668,1454967
paaC,F,1454964,1455263
paaD,F,1455725,1456024
paaE,F,1456230,1456529
paaF,F,1457297,1457596
paaG,F,1458064,1458363
paaH,F,1458854,1459153
paaI,F,1460271,1460570
paaJ,F,1460693,1460992
paaK,F,1461925,1462224
paaX,F,1463339,1463638
paaY,F,1464271,1464570
ynbG,R,1465131,1465430
insD1,F,1467721,1468020
insC1,F,1468584,1468883
insI1,F,1469158,1469457
ydbC,F,1474021,1474320
ydbD,F,1474944,1475243
ynbA,F,1477421,1477720
ynbB,F,1478026,1478325
ynbC,F,1478938,1479237
ynbD,F,1480709,1481008
azoR,R,1482761,1483060
hrpA,F,1482861,1483160
ydcF,F,1487035,1487334
aldA,F,1488032,1488331
gapC,R,1490614,1490913
cybB,F,1490702,1491001
ydcA,F,1491477,1491776
hokB,R,1491972,1492271
mokB,R,1492030,1492329
trg,F,1492270,1492569
ydcI,R,1494972,1495271
ydcJ,F,1495088,1495387
opgD,F,1496656,1496955
ydcH,F,1498451,1498750
rimL,F,1498738,1499037
ydcK,R,1500350,1500649
tehA,F,1500373,1500672
tehB,F,1501362,1501661
ydcL,F,1502257,1502556
insP,R,1503550,1503849
insQ,F,1503517,1503816
ydcO,R,1505981,1506280
ydcN,F,1505972,1506271
ydcP,F,1506581,1506880
yncJ,R,1508965,1509264
hicA,F,1509086,1509385
hicB,F,1509308,1509607
ydcR,F,1509803,1510102
ydcS,F,1511454,1511753
ydcT,F,1512617,1512916
ydcU,F,1513631,1513930
ydcV,F,1514562,1514861
patD,F,1515378,1515677
yncL,R,1517095,1517394
ydcX,F,1517189,1517488
ydcY,F,1517448,1517747
ydcZ,R,1518232,1518531
mnaT,R,1518747,1519046
curA,F,1518827,1519126
mcbR,F,1520062,1520361
yncD,R,1522966,1523265
yncE,F,1523107,1523406
ansP,R,1525881,1526180
yncG,F,1526047,1526346
yncH,F,1526740,1527039
rhsE,F,1527702,1528001
ydcD,F,1529722,1530021
yncI,F,1530386,1530685
ydcC,F,1531616,1531915
pptA,F,1532852,1533151
yddH,R,1533752,1534051
nhoA,F,1533824,1534123
yddE,R,1535759,1536058
narV,R,1536518,1536817
narW,R,1537210,1537509
narY,R,1538754,1539053
narZ,R,1542491,1542790
narU,R,1543961,1544260
yddK,R,1545615,1545914
yddL,R,1545929,1546228
yddG,R,1547070,1547369
fdnG,F,1547201,1547500
fdnH,F,1550261,1550560
fdnI,F,1551138,1551437
yddM,R,1552583,1552882
adhP,R,1553739,1554038
maeA,R,1555570,1555869
sra,R,1555864,1556163
bdm,R,1556181,1556480
osmC,F,1556425,1556724
ddpF,R,1557939,1558238
ddpD,R,1558918,1559217
ddpC,R,1559811,1560110
ddpB,R,1560830,1561129
ddpA,R,1562382,1562681
ddpX,R,1562977,1563276
dosP,R,1565634,1565933
dosC,R,1567041,1567340
yddW,R,1568724,1569023
gadC,R,1570390,1570689
gadB,R,1571946,1572245
pqqL,R,1575103,1575402
yddB,R,1577520,1577819
yddA,R,1579243,1579542
ydeM,R,1580691,1580990
ydeN,R,1582425,1582724
ydeO,R,1583588,1583887
safA,R,1583860,1584159
ydeP,R,1586387,1586686
ydeQ,R,1587635,1587934
ydeR,R,1588197,1588496
ydeS,R,1588740,1589039
ydeT,R,1589980,1590279
yneL,R,1590437,1590736
hipA,R,1592077,1592376
hipB,R,1592343,1592642
yneO,R,1597888,1598187
lsrK,R,1600110,1600409
lsrR,R,1601142,1601441
lsrA,F,1601290,1601589
lsrC,F,1602819,1603118
lsrD,F,1603847,1604146
lsrB,F,1604851,1605150
lsrF,F,1605900,1606199
lsrG,F,1606799,1607098
tam,F,1607146,1607445
yneE,R,1608923,1609222
uxaB,R,1610581,1610880
yneF,R,1611755,1612054
yneG,R,1612226,1612525
glsB,R,1613152,1613451
sad,R,1614604,1614903
yneJ,F,1614604,1614903
yneK,F,1615563,1615862
ydeA,F,1616828,1617127
marC,R,1618809,1619108
marR,F,1618920,1619219
marA,F,1619374,1619673
marB,F,1619789,1620088
eamA,R,1621038,1621337
ydeE,F,1621132,1621431
yneM,F,1622446,1622745
dgcZ,R,1623751,1624050
ydeI,R,1624398,1624697
ydeJ,F,1624573,1624872
dcp,R,1627281,1627580
ydfG,F,1627317,1627616
rspR,F,1628152,1628451
ydfZ,F,1629015,1629314
ydfI,R,1630814,1631113
ydfK,F,1632872,1633171
pinQ,F,1633422,1633721
tfaQ,R,1634786,1635085
stfQ,R,1635748,1636047
nohQ,R,1636268,1636567
ynfO,F,1636556,1636855
ydfO,F,1636847,1637146
gnsB,R,1637683,1637982
ynfN,R,1638010,1638309
cspI,R,1638568,1638867
rzpQ,R,1639428,1639727
rzoQ,R,1639235,1639534
rrrQ,R,1639958,1640257
ydfR,R,1640266,1640565
essQ,R,1640486,1640785
cspB,R,1641455,1641754
cspF,F,1641655,1641954
quuQ,R,1643142,1643441
ydfU,R,1644205,1644504
rem,R,1644803,1645102
hokD,R,1645175,1645474
relE,R,1645534,1645833
relB,R,1645773,1646072
ydfV,F,1645697,1645996
flxA,F,1646205,1646504
intK,R,1647257,1647556
ydfX,R,1647537,1647836
dicC,R,1647751,1648050
dicA,F,1647734,1648033
ydfA,F,1648308,1648607
ydfB,F,1648465,1648764
ydfC,F,1648623,1648922
dicB,F,1649409,1649708
ydfD,F,1649594,1649893
ydfE,F,1649878,1650177
insD1,F,1650645,1650944
intQ,F,1651351,1651650
rspB,R,1653816,1654115
rspA,R,1655042,1655341
ynfA,R,1655574,1655873
ynfB,F,1655608,1655907
speG,F,1655984,1656283
ynfC,R,1657358,1657657
ynfD,F,1657365,1657664
ynfE,F,1657869,1658168
ynfF,F,1660356,1660655
ynfG,F,1662790,1663089
ynfH,F,1663409,1663708
dmsD,F,1664306,1664605
clcB,F,1665115,1665414
ynfK,R,1667120,1667419
mlc,R,1668465,1668764
ynfL,R,1669493,1669792
ynfM,F,1669499,1669798
asr,F,1671176,1671475
ydgU,F,1671577,1671876
ydgD,F,1671760,1672059
mdtI,R,1673050,1673349
mdtJ,R,1673402,1673701
tqsA,F,1673713,1674012
pntB,R,1676261,1676560
pntA,R,1677804,1678103
ydgH,F,1678227,1678526
ydgI,F,1679357,1679656
folM,F,1680776,1681075
ydgC,R,1681931,1682230
rstA,F,1681959,1682258
rstB,F,1682682,1682981
tus,F,1684059,1684358
fumC,R,1686489,1686788
fumA,R,1688278,1688577
manA,F,1688376,1688675
ydgA,F,1689652,1689951
uidC,R,1692752,1693051
uidB,R,1694164,1694463
uidA,R,1695972,1696271
uidR,R,1696953,1697252
hdhA,R,1697941,1698240
malI,R,1699081,1699380
malX,F,1699155,1699454
malY,F,1700757,1701056
add,F,1702033,1702332
ydgJ,R,1704209,1704508
blr,F,1704351,1704650
cnu,F,1704749,1705048
ydgK,F,1705050,1705349
rsxA,F,1705567,1705866
rsxB,F,1706148,1706447
rsxC,F,1706719,1707018
rsxD,F,1708942,1709241
rsxG,F,1710004,1710303
rsxE,F,1710628,1710927
nth,F,1711323,1711622
dtpA,F,1712569,1712868
gstA,F,1714177,1714476
pdxY,R,1715790,1716089
tyrS,R,1717123,1717422
pdxH,R,1717908,1718207
mliC,R,1718296,1718595
anmK,R,1719503,1719802
slyB,F,1719676,1719975
slyA,R,1720725,1721024
ydhI,F,1720825,1721124
ydhJ,F,1721064,1721363
ydhK,F,1721921,1722220
sodC,R,1724556,1724855
ydhF,R,1725533,1725832
ydhL,R,1725821,1726120
nemR,F,1725823,1726122
nemA,F,1726459,1726758
gloA,F,1727637,1727936
rnt,F,1728147,1728446
lhr,F,1728887,1729186
grxD,R,1734002,1734301
mepH,F,1734235,1734534
sodB,F,1735178,1735477
ydhP,R,1737191,1737490
ynhF,R,1737446,1737745
purR,F,1737644,1737943
ydhB,R,1739699,1739998
ydhC,F,1739711,1740010
cfa,F,1741213,1741512
ribC,R,1743143,1743442
mdtK,F,1743257,1743556
ydhQ,R,1746028,1746327
ydhR,F,1746500,1746799
ydhS,F,1746931,1747230
ydhT,R,1749460,1749759
ydhU,R,1750249,1750548
ydhX,R,1750914,1751213
ydhW,R,1751625,1751924
ydhV,R,1753731,1754030
ydhY,R,1754378,1754677
ydhZ,R,1755042,1755341
pykF,F,1755498,1755797
lpp,F,1757221,1757520
ldtE,R,1758626,1758925
sufE,R,1759191,1759490
sufS,R,1760424,1760723
sufD,R,1761692,1761991
sufC,R,1762413,1762712
sufB,R,1763910,1764209
sufA,R,1764287,1764586
ydiH,R,1765023,1765322
menI,R,1765533,1765832
ydiJ,R,1768586,1768885
ydiK,F,1768874,1769173
ydiL,F,1770415,1770714
ydiM,F,1770871,1771170
ydiN,F,1772312,1772611
ydiB,F,1773589,1773888
aroD,F,1774486,1774785
ydiF,F,1775387,1775686
ydiO,F,1776996,1777295
ydiP,R,1779202,1779501
ydiQ,F,1779417,1779716
ydiR,F,1780201,1780500
ydiS,F,1781195,1781494
ydiT,F,1782481,1782780
fadK,F,1782831,1783130
ppsA,R,1787013,1787312
ppsR,F,1787245,1787544
aroH,F,1788235,1788534
ydiE,F,1789413,1789712
ydiU,R,1791145,1791444
ydiV,R,1791921,1792220
nlpC,R,1792632,1792931
btuD,R,1793459,1793758
btuE,R,1794010,1794309
btuC,R,1795053,1795352
ihfA,R,1795453,1795752
pheT,R,1797845,1798144
pheS,R,1798843,1799142
pheM,R,1799171,1799470
rplT,R,1799650,1799949
rpmI,R,1799900,1800199
infC,R,1800539,1800838
thrS,R,1802471,1802770
arpB,F,1802894,1803193
yniD,F,1804965,1805264
ydiY,R,1805984,1806283
pfkB,F,1806170,1806469
ydiZ,F,1807200,1807499
yniA,F,1807596,1807895
yniB,R,1809134,1809433
yniC,F,1809180,1809479
ydjM,F,1810011,1810310
ydjN,F,1810734,1811033
ydjO,R,1813033,1813332
cedA,R,1813564,1813863
katE,F,1813667,1813966
chbG,R,1817036,1817335
chbF,R,1818401,1818700
chbR,R,1819348,1819647
chbA,R,1819706,1820005
chbC,R,1821115,1821414
chbB,R,1821520,1821819
osmE,R,1822157,1822456
nadE,F,1822258,1822557
cho,F,1823315,1823614
ves,R,1824838,1825137
spy,R,1825526,1825825
astE,R,1826824,1827123
astB,R,1828160,1828459
astD,R,1829635,1829934
astA,R,1830666,1830965
astC,R,1831883,1832182
xthA,F,1832228,1832527
ydjX,F,1833201,1833500
ydjY,F,1833916,1834215
ydjZ,F,1834608,1834907
ynjA,F,1835315,1835614
ynjB,F,1835873,1836172
ynjC,F,1837012,1837311
ynjD,F,1838547,1838846
ynjE,F,1839267,1839566
ynjF,R,1841304,1841603
nudG,F,1841290,1841589
ynjH,R,1842036,1842335
gdhA,F,1842171,1842470
ynjI,R,1844772,1845071
topB,R,1846861,1847160
selD,R,1847909,1848208
ydjA,R,1848577,1848876
sppA,F,1848637,1848936
ansA,F,1850660,1850959
pncA,F,1851687,1851986
ydjE,R,1853880,1854179
ydjF,R,1854755,1855054
ydjG,R,1855872,1856171
ydjH,R,1856829,1857128
ydjI,R,1857670,1857969
ydjJ,R,1858734,1859033
ydjK,R,1860130,1860429
ydjL,R,1861233,1861532
yeaC,R,1861875,1862174
msrB,R,1862330,1862629
gapA,F,1862571,1862870
yeaD,F,1863650,1863949
yeaE,R,1865537,1865836
mipA,R,1866373,1866672
yeaG,F,1866708,1867007
yeaH,F,1868755,1869054
yeaI,F,1870185,1870484
yeaJ,F,1871841,1872140
yeaK,F,1873374,1873673
yoaI,R,1874083,1874382
yeaL,F,1874152,1874451
yeaM,R,1875477,1875776
yeaN,F,1875473,1875772
yeaO,F,1876709,1877008
yoaF,R,1877433,1877732
yeaP,F,1877515,1877814
yoaK,F,1878573,1878872
yoaJ,F,1878674,1878973
yeaQ,R,1879156,1879455
yoaG,R,1879486,1879785
yeaR,R,1879849,1880148
leuE,R,1880660,1880959
dmlR,R,1881710,1882009
dmlA,F,1881712,1882011
yeaV,F,1882988,1883287
yeaW,F,1884465,1884764
yeaX,F,1885645,1885944
rnd,R,1887892,1888191
fadD,R,1889647,1889946
yeaY,R,1890433,1890732
tsaB,R,1891168,1891467
yoaA,R,1893136,1893435
yoaB,F,1893167,1893466
yoaC,F,1893933,1894232
yoaH,R,1894632,1894931
pabB,F,1894605,1894904
nudL,F,1895970,1896269
sdaA,F,1896732,1897031
yoaD,F,1898227,1898526
yoaE,R,1901486,1901785
manX,F,1901848,1902147
manY,F,1902882,1903181
manZ,F,1903695,1903994
yobD,F,1904601,1904900
mntP,F,1905488,1905787
rlmA,R,1906961,1907260
cspC,R,1907336,1907635
yobF,R,1907492,1907791
yebO,R,1908449,1908748
mgrB,R,1908667,1908966
yobH,F,1908725,1909024
kdgR,R,1910000,1910299
yebQ,F,1910076,1910375
htpX,R,1912477,1912776
prc,R,1914717,1915016
proQ,R,1915435,1915734
msrC,R,1916029,1916328
yebS,F,1916058,1916357
yebT,F,1917310,1917609
rsmF,F,1920023,1920322
yebV,F,1921580,1921879
yebW,F,1921921,1922220
pphA,R,1922870,1923169
yebY,R,1923607,1923906
yebZ,R,1924492,1924791
yobA,R,1924870,1925169
holE,F,1924908,1925207
yobB,F,1925240,1925539
exoX,F,1925920,1926219
ptrB,R,1928740,1929039
yebE,R,1929608,1929907
yebF,R,1930291,1930590
yebG,R,1930648,1930947
purT,F,1930681,1930980
eda,R,1932657,1932956
edd,R,1934505,1934804
zwf,R,1936215,1936514
yebK,F,1936452,1936751
pykA,F,1937449,1937748
lpxM,R,1940094,1940393
mepM,R,1941536,1941835
znuA,R,1942484,1942783
znuC,F,1942462,1942761
znuB,F,1943214,1943513
ruvB,R,1945257,1945556
ruvA,R,1945877,1946176
yobI,R,1946081,1946380
yebB,F,1946051,1946350
ruvC,R,1947277,1947576
yebC,R,1948052,1948351
nudB,R,1948533,1948832
aspS,R,1950423,1950722
yecD,F,1950632,1950931
yecE,F,1951195,1951494
yecN,F,1952066,1952365
cmoA,F,1952502,1952801
cmoB,F,1953242,1953541
torZ,R,1956908,1957207
torY,R,1958033,1958332
cutC,R,1959167,1959466
yecM,R,1959747,1960046
argS,F,1959862,1960161
yecT,F,1961772,1962071
flhE,R,1962873,1963172
flhA,R,1964951,1965250
flhB,R,1966092,1966391
cheZ,R,1966938,1967237
cheY,R,1967338,1967637
cheB,R,1968402,1968701
cheR,R,1969265,1969564
tap,R,1970885,1971184
tar,R,1972592,1972891
cheW,R,1973240,1973539
cheA,R,1975225,1975524
motB,R,1976156,1976455
motA,R,1977040,1977339
flhC,R,1977745,1978044
flhD,R,1978098,1978397
insB1,R,1978922,1979221
b1894,R,1979116,1979415
uspC,F,1979553,1979852
otsA,R,1981513,1981812
otsB,R,1982288,1982587
araH,R,1983441,1983740
araG,R,1984970,1985269
araF,R,1986029,1986328
ftnB,F,1986725,1987024
yecJ,R,1987659,1987958
azuC,R,1987860,1988159
yecR,F,1988022,1988321
ftnA,F,1988516,1988815
yecH,R,1989391,1989690
tyrP,F,1989481,1989780
yecA,R,1991520,1991819
pgsA,R,1992718,1993017
uvrC,R,1994607,1994906
uvrY,R,1995260,1995559
yecF,F,1995618,1995917
sdiA,R,1996733,1997032
yecC,R,1997715,1998014
yecS,R,1998380,1998679
dcyD,R,1999381,1999680
fliY,R,2000286,2000585
fliZ,R,2000925,2001224
fliA,R,2001690,2001989
fliC,R,2003507,2003806
fliD,F,2003672,2003971
fliS,F,2005103,2005402
fliT,F,2005513,2005812
amyA,F,2005956,2006255
yedD,R,2007991,2008290
yedE,F,2008077,2008376
yedF,F,2009279,2009578
yedK,F,2009621,2009920
yedL,F,2010400,2010699
yedN,R,2012252,2012551
intG,F,2012302,2012601
fliE,R,2012915,2013214
fliF,F,2013029,2013328
fliG,F,2014680,2014979
fliH,F,2015668,2015967
fliI,F,2016354,2016653
fliJ,F,2017746,2018045
fliK,F,2018186,2018485
fliL,F,2019418,2019717
fliM,F,2019887,2020186
fliN,F,2020888,2021187
fliO,F,2021304,2021603
fliP,F,2021669,2021968
fliQ,F,2022416,2022715
fliR,F,2022693,2022992
rcsA,F,2023768,2024067
dsrB,R,2024724,2025023
yodD,F,2024786,2025085
yedP,F,2025311,2025610
yedQ,R,2027918,2028217
yodC,R,2028271,2028570
yedI,R,2029267,2029566
yedA,F,2029339,2029638
vsr,R,2030819,2031118
dcm,R,2032218,2032517
yedJ,R,2032980,2033279
yedR,R,2033385,2033684
yedS,F,2033851,2034150
hchA,F,2035635,2035934
yedV,R,2038053,2038352
yedW,R,2038724,2039023
hiuH,F,2038756,2039055
yedY,F,2039278,2039577
yedZ,F,2040283,2040582
zinT,F,2041175,2041474
yodB,F,2042168,2042467
mtfA,F,2043451,2043750
yeeJ,F,2044738,2045037
yeeL,R,2053229,2053528
shiA,F,2053443,2053742
amn,F,2054861,2055160
yeeN,F,2056658,2056957
yeeO,R,2059591,2059890
cbl,R,2060815,2061114
nac,R,2061834,2062133
ldtA,R,2063224,2063523
cobT,R,2064368,2064667
cobS,R,2065123,2065422
cobU,R,2065665,2065964
yeeH,R,2066055,2066354
insH1,R,2067222,2067521
yoeG,R,2067793,2068092
yoeH,R,2068320,2068619
insD1,F,2068752,2069051
insC1,F,2069615,2069914
yeeP,F,2070460,2070759
flu,F,2071339,2071638
yeeR,F,2074579,2074878
yeeS,F,2076108,2076407
yeeT,F,2076617,2076916
cbeA,F,2076912,2077211
cbtA,F,2077369,2077668
yeeW,F,2077740,2078039
yoeD,R,2078578,2078877
yoeF,F,2078546,2078845
yeeX,R,2079262,2079561
yeeA,R,2080492,2080791
sbmC,R,2081163,2081462
dacD,R,2082448,2082747
sbcB,F,2082556,2082855
yeeD,R,2084354,2084653
yeeE,R,2085426,2085725
plaP,R,2086963,2087262
yoeI,R,2087015,2087314
yeeY,R,2088159,2088458
yeeZ,R,2089029,2089328
yoeB,R,2089366,2089665
yefM,R,2089614,2089913
hisL,F,2089796,2090095
hisG,F,2089992,2090291
hisD,F,2090897,2091196
hisC,F,2092198,2092497
hisB,F,2093268,2093567
hisH,F,2094335,2094634
hisA,F,2094925,2095224
hisF,F,2095644,2095943
hisI,F,2096414,2096713
wzzB,R,2098202,2098501
ugd,R,2099514,2099813
gnd,R,2101169,2101468
insH1,R,2102812,2103111
wbbK,R,2104410,2104709
wbbJ,R,2104985,2105284
wbbI,R,2105958,2106257
wbbH,R,2107127,2107426
glf,R,2108230,2108529
wzxB,R,2109485,2109784
rfbC,R,2110039,2110338
rfbA,R,2110920,2111219
rfbD,R,2111877,2112176
rfbB,R,2112962,2113261
wcaN,R,2114228,2114527
wcaM,R,2115797,2116096
wcaL,R,2117028,2117327
wcaK,R,2118305,2118604
wzxC,R,2120059,2120358
wcaJ,R,2121455,2121754
cpsG,R,2122880,2123179
cpsB,R,2124421,2124720
wcaI,R,2125647,2125946
wcaH,R,2126123,2126422
wcaG,R,2127091,2127390
gmd,R,2128215,2128514
wcaF,R,2128789,2129088
wcaE,R,2129551,2129850
wcaD,R,2130779,2131078
wcaC,R,2131971,2132270
wcaB,R,2132456,2132755
wcaA,R,2133298,2133597
wzc,R,2135553,2135852
wzb,R,2135999,2136298
wza,R,2137144,2137443
yegH,F,2137702,2138001
asmA,R,2141513,2141812
dcd,R,2142116,2142415
udk,R,2142849,2143148
yegE,F,2143066,2143365
alkA,R,2147441,2147740
yegD,F,2147474,2147773
yegI,R,2150886,2151185
yegJ,F,2150985,2151284
yegK,R,2152373,2152672
yegL,R,2153029,2153328
ibsA,R,2153309,2153608
ibsB,R,2153638,2153937
mdtA,F,2153816,2154115
mdtB,F,2155063,2155362
mdtC,F,2158186,2158485
iceT,F,2161264,2161563
baeS,F,2162676,2162975
baeR,F,2164076,2164375
yegP,F,2164989,2165288
yegQ,F,2165468,2165767
ogrK,R,2167421,2167720
yegZ,R,2167715,2168014
yegR,R,2168207,2168506
yegS,F,2168512,2168811
insE1,F,2170036,2170335
insF1,F,2170332,2170631
gatD,R,2172774,2173073
gatC,R,2174179,2174478
gatB,R,2174467,2174766
gatA,R,2174950,2175249
gatZ,R,2176222,2176521
gatY,R,2177105,2177404
fbaB,R,2178465,2178764
yegT,F,2178621,2178920
yegU,F,2179895,2180194
yegV,F,2180896,2181195
yegW,R,2182682,2182981
yegX,R,2183552,2183851
